id,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition1,condition2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price
658,70,rl,60.0,7200,pave,,reg,hls,all_pub,inside,mod,crawfor,norm,norm,1_fam,2_story,7,6,1931,2000,gable,comp_shg,stucco,wd_shng,,0.0,ta,fa,brk_til,gd,ta,no,unf,0,unf,0,776,776,gas_a,ta,y,s_brkr,851,651,0,1502,0,0,1,1,3,1,ta,6,typ,1,gd,attchd,1931.0,r_fn,1,270,ta,ta,p,0,0,112,0,0,0,,mn_prv,,0,2,2008,wd,normal,149000
659,50,rl,78.0,17503,pave,,reg,lvl,all_pub,inside,gtl,n_ames,artery,norm,1_fam,1.5_fin,6,5,1948,1950,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,ta,ta,c_block,ta,ta,no,unf,0,unf,0,912,912,gas_a,ta,y,s_brkr,912,546,0,1458,0,1,1,0,3,1,ta,6,typ,1,gd,attchd,1948.0,unf,1,330,ta,ta,y,192,0,0,0,0,0,,,,0,1,2010,wd,abnorml,97500
660,20,rl,75.0,9937,pave,,reg,lvl,all_pub,corner,gtl,edwards,norm,norm,1_fam,1_story,5,7,1964,1999,hip,comp_shg,metal_sd,metal_sd,,0.0,ta,gd,p_conc,ta,ta,no,blq,637,unf,0,849,1486,gas_a,ex,y,s_brkr,1486,0,0,1486,1,0,1,0,3,1,ta,7,typ,0,,detchd,1968.0,fin,2,480,ta,ta,y,0,0,0,0,0,0,,mn_prv,,0,3,2009,wd,normal,167000
661,60,rl,,12384,pave,,reg,lvl,all_pub,cul_d_sac,gtl,nw_ames,norm,norm,1_fam,2_story,7,7,1976,1976,gable,comp_shg,plywood,plywood,brk_face,233.0,ta,ta,c_block,gd,ta,no,unf,0,unf,0,793,793,gas_a,ta,y,s_brkr,1142,793,0,1935,0,0,2,1,3,1,ta,7,typ,1,ta,attchd,1976.0,r_fn,2,550,ta,ta,y,0,113,252,0,0,0,,,,0,11,2007,wd,normal,197900
662,60,rl,52.0,46589,pave,,ir2,lvl,all_pub,cul_d_sac,gtl,no_ridge,norm,norm,1_fam,2_story,8,7,1994,2005,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,528.0,gd,ta,p_conc,gd,gd,no,glq,1361,rec,180,88,1629,gas_a,ex,y,s_brkr,1686,762,0,2448,1,0,2,1,4,1,gd,8,typ,1,ta,attchd,1994.0,r_fn,3,711,ta,ta,y,517,76,0,0,0,0,,,,0,7,2009,wd,normal,402000
663,20,rl,120.0,13560,pave,,reg,lvl,all_pub,corner,gtl,n_ames,norm,norm,1_fam,1_story,6,3,1968,1968,hip,comp_shg,wd_sdng,wd_sdng,brk_face,216.0,ta,ta,c_block,fa,fa,no,unf,0,unf,0,1392,1392,gas_a,gd,y,s_brkr,1392,0,0,1392,1,0,1,0,2,1,ta,5,maj2,2,ta,attchd,1968.0,r_fn,2,576,ta,ta,y,0,0,240,0,0,0,,,,0,7,2009,wd,normal,110000
664,85,rl,90.0,10012,pave,,reg,lvl,all_pub,inside,gtl,edwards,norm,norm,1_fam,s_foyer,4,5,1972,1972,gable,comp_shg,plywood,plywood,,0.0,ta,ta,c_block,gd,ta,av,blq,920,rec,180,38,1138,gas_a,ta,y,s_brkr,1181,0,0,1181,1,0,2,0,3,1,ta,6,typ,0,,detchd,1974.0,r_fn,2,588,ta,ta,y,0,0,180,0,0,0,,mn_prv,,0,4,2008,wd,normal,137500
665,20,rl,49.0,20896,pave,,ir2,lvl,all_pub,cul_d_sac,gtl,somerst,rr_an,norm,1_fam,1_story,8,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,ex,ta,mn,glq,1721,unf,0,356,2077,gas_a,ex,y,s_brkr,2097,0,0,2097,1,0,1,1,1,1,ex,8,typ,1,ex,attchd,2005.0,fin,3,1134,ta,ta,y,192,267,0,0,0,0,,,,0,1,2006,new,partial,423000
666,60,rl,106.0,11194,pave,,ir1,lvl,all_pub,corner,gtl,gilbert,norm,norm,1_fam,2_story,8,5,2000,2000,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,40.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1406,1406,gas_a,ex,y,s_brkr,1454,482,0,1936,0,0,2,1,3,1,gd,7,typ,1,ta,attchd,2000.0,r_fn,2,504,ta,ta,y,188,124,0,0,0,0,,,,0,11,2006,wd,normal,230500
667,60,rl,,18450,pave,,ir1,lvl,all_pub,inside,gtl,n_ames,norm,norm,1_fam,2_story,6,5,1965,1979,flat,tar&_grv,plywood,plywood,brk_cmn,113.0,ta,gd,c_block,gd,ta,no,lw_q,187,rec,723,111,1021,gas_a,ta,y,s_brkr,1465,915,0,2380,0,0,2,1,3,1,ta,7,sev,1,po,car_port,1965.0,unf,2,596,ta,ta,y,0,265,0,0,0,0,,,,0,8,2007,wd,abnorml,129000
668,20,rl,65.0,8125,pave,,reg,lvl,all_pub,inside,gtl,sawyer_w,norm,norm,1_fam,1_story,6,5,1994,1998,gable,comp_shg,hd_board,hd_board,brk_face,258.0,ta,ta,p_conc,gd,ta,no,glq,1138,unf,0,270,1408,gas_a,ex,y,s_brkr,1679,0,0,1679,1,0,2,0,3,1,gd,7,typ,1,fa,attchd,1994.0,r_fn,2,575,ta,ta,y,224,42,0,0,0,0,,,,0,10,2008,wd,normal,193500
669,20,rl,,14175,pave,,reg,bnk,all_pub,corner,mod,sawyer,norm,norm,1_fam,1_story,5,6,1956,1987,gable,comp_shg,cemnt_bd,wd_sdng,,0.0,ta,ta,c_block,ta,ta,no,rec,988,unf,0,200,1188,gas_a,gd,y,s_brkr,1437,0,0,1437,1,0,1,1,3,1,ta,6,min2,1,ta,detchd,1999.0,unf,2,576,ta,ta,y,304,0,0,0,0,0,,,,0,11,2006,wd,normal,168000
670,30,rl,80.0,11600,pave,,reg,lvl,all_pub,inside,gtl,crawfor,norm,norm,1_fam,1_story,4,5,1922,1950,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,brk_til,fa,ta,no,unf,0,unf,0,700,700,gas_a,ex,y,s_brkr,1180,0,0,1180,0,0,1,0,2,1,fa,5,typ,1,gd,detchd,1922.0,unf,1,252,ta,fa,y,0,0,67,0,0,0,,,,0,7,2006,wd,normal,137500
671,60,rl,64.0,8633,pave,,reg,lvl,all_pub,fr2,gtl,collg_cr,norm,norm,1_fam,2_story,6,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,gd,ta,no,glq,193,unf,0,545,738,gas_a,ex,y,s_brkr,738,738,0,1476,1,0,2,1,3,1,gd,7,typ,0,,attchd,2005.0,fin,2,540,ta,ta,y,100,35,0,0,0,0,,,,0,2,2009,wd,normal,173500
672,70,rh,54.0,6629,pave,,reg,lvl,all_pub,inside,gtl,edwards,artery,norm,1_fam,2_story,6,6,1925,1950,gambrel,comp_shg,wd_sdng,wd_sdng,,0.0,ta,gd,brk_til,ta,ta,no,blq,551,unf,0,121,672,gas_a,ta,n,s_brkr,697,672,0,1369,1,0,2,0,3,1,ta,6,typ,0,,detchd,1930.0,unf,1,300,ta,ta,y,147,0,0,0,0,0,,,,0,7,2009,wd,normal,103600
673,20,rl,,11250,pave,,ir1,lvl,all_pub,inside,gtl,veenker,norm,norm,1_fam,1_story,6,6,1977,1977,gable,comp_shg,plywood,plywood,,0.0,gd,ta,c_block,gd,ta,no,alq,767,unf,0,441,1208,gas_a,ta,y,s_brkr,1208,0,0,1208,1,0,1,1,3,1,ta,6,typ,1,ta,attchd,1977.0,r_fn,2,546,ta,ta,y,198,42,0,0,0,0,,,,0,6,2006,wd,normal,165000
674,20,rl,110.0,14442,pave,,reg,lvl,all_pub,inside,gtl,crawfor,norm,norm,1_fam,1_story,6,7,1957,2004,hip,comp_shg,cemnt_bd,cment_bd,brk_face,106.0,ta,ta,p_conc,ta,ta,no,glq,1186,unf,0,291,1477,gas_a,ex,y,s_brkr,1839,0,0,1839,1,0,2,0,3,1,gd,7,typ,2,ta,attchd,1957.0,fin,2,416,ta,ta,y,0,87,0,0,200,0,,,,0,6,2007,wd,normal,257500
675,20,rl,80.0,9200,pave,,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,1_fam,1_story,6,6,1965,1965,gable,comp_shg,hd_board,hd_board,,0.0,ta,ta,c_block,ta,ta,no,rec,892,unf,0,244,1136,gas_a,ta,y,s_brkr,1136,0,0,1136,1,0,1,0,3,1,ta,5,typ,1,gd,attchd,1965.0,r_fn,1,384,ta,ta,y,426,0,0,0,0,0,,,,0,7,2008,wd,normal,140000
676,160,rl,24.0,2289,pave,,reg,lvl,all_pub,inside,gtl,n_pk_vill,norm,norm,twnhs,2_story,6,6,1978,1978,gable,comp_shg,plywood,brk cmn,,0.0,ta,ta,c_block,ta,ta,no,alq,311,unf,0,544,855,gas_a,ta,y,s_brkr,855,586,0,1441,0,0,2,1,3,1,ta,7,typ,1,ta,attchd,1978.0,unf,2,440,ta,ta,y,28,0,0,0,0,0,,,,0,4,2009,wd,normal,148500
677,70,rm,60.0,9600,pave,grvl,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,2_story,4,2,1900,1950,gable,comp_shg,asb_shng,stucco,,0.0,ta,ta,brk_til,ta,fa,no,unf,0,unf,0,1095,1095,gas_w,fa,n,s_brkr,1095,679,0,1774,1,0,2,0,4,2,ta,8,min2,0,,2_types,1920.0,unf,3,779,fa,fa,n,0,0,90,0,0,0,,,,0,5,2006,wd,normal,87000
678,30,rl,52.0,9022,pave,,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,1_story,5,8,1924,2006,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,brk_til,ta,ta,no,unf,0,unf,0,768,768,gas_a,ex,y,s_brkr,792,0,0,792,0,0,1,0,2,1,gd,5,typ,0,,detchd,1924.0,unf,1,240,fa,fa,n,316,0,120,0,0,0,,,,0,5,2009,wd,normal,109500
679,20,rl,80.0,11844,pave,,ir1,lvl,all_pub,inside,gtl,stone_br,norm,norm,1_fam,1_story,8,5,2008,2008,hip,comp_shg,vinyl_sd,vinyl_sd,stone,464.0,gd,ta,p_conc,ex,ta,mn,unf,0,unf,0,2046,2046,gas_a,ex,y,s_brkr,2046,0,0,2046,0,0,2,1,3,1,gd,7,typ,1,gd,attchd,2008.0,fin,3,834,ta,ta,y,322,82,0,0,0,0,,,,0,7,2009,new,partial,372500
680,20,rl,,9945,pave,,ir1,lvl,all_pub,inside,gtl,sawyer,norm,norm,1_fam,1_story,5,5,1961,1961,hip,comp_shg,wd_sdng,wd_sdng,brk_face,57.0,ta,ta,c_block,ta,ta,no,rec,827,unf,0,161,988,gas_a,ta,y,s_brkr,988,0,0,988,1,0,1,0,3,1,ta,5,typ,0,,detchd,1963.0,unf,2,572,ta,ta,y,0,0,0,0,0,0,,,,0,10,2007,wd,normal,128500
681,120,rl,50.0,8012,pave,,reg,lvl,all_pub,inside,gtl,sawyer_w,norm,norm,twnhs_e,1_story,6,5,1980,1980,gable,comp_shg,plywood,plywood,,0.0,ta,ta,c_block,gd,ta,no,blq,543,blq,119,261,923,gas_a,ta,y,s_brkr,923,0,0,923,0,0,2,0,2,1,ta,5,typ,1,ta,attchd,1980.0,r_fn,1,264,ta,ta,y,80,0,0,0,0,0,,,,0,5,2010,wd,normal,143000
682,50,rh,55.0,4500,pave,pave,ir2,bnk,all_pub,inside,gtl,swisu,norm,norm,1_fam,1.5_fin,5,5,1932,2000,gable,comp_shg,vinyl_sd,stucco,,0.0,ta,ta,brk_til,ta,ta,no,rec,182,unf,0,611,793,gas_a,ex,y,s_brkr,848,672,0,1520,0,0,1,0,3,1,ta,6,typ,0,,detchd,1968.0,unf,1,281,ta,ta,y,0,0,56,0,0,0,,,,0,7,2009,wd,abnorml,159434
683,120,rl,,2887,pave,,reg,hls,all_pub,inside,gtl,clear_cr,norm,norm,1_fam,1_story,6,5,1996,1997,gable,comp_shg,wd_sdng,wd_sdng,,0.0,ta,ta,p_conc,gd,ta,mn,glq,1003,unf,0,288,1291,gas_a,ex,y,s_brkr,1291,0,0,1291,1,0,1,0,2,1,gd,6,typ,1,gd,attchd,1996.0,unf,2,431,ta,ta,y,307,0,0,0,0,0,,,,0,11,2008,wd,normal,173000
684,20,rl,90.0,11248,pave,,ir1,lvl,all_pub,corner,gtl,collg_cr,norm,norm,1_fam,1_story,9,5,2002,2002,hip,comp_shg,vinyl_sd,vinyl_sd,stone,215.0,gd,ta,p_conc,gd,ta,av,glq,1059,unf,0,567,1626,gas_a,ex,y,s_brkr,1668,0,0,1668,1,0,2,0,3,1,gd,7,typ,1,ta,attchd,2002.0,fin,3,702,ta,ta,y,257,45,0,0,0,0,,,,0,7,2007,wd,normal,285000
685,60,rl,58.0,16770,pave,,ir2,lvl,all_pub,cul_d_sac,gtl,no_ridge,norm,norm,1_fam,2_story,7,5,1998,1998,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,30.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1195,1195,gas_a,gd,y,s_brkr,1195,644,0,1839,0,0,2,1,4,1,ta,7,typ,0,,attchd,1998.0,fin,2,486,ta,ta,y,0,81,0,0,0,0,,,,0,6,2010,wd,normal,221000
686,160,rl,,5062,pave,,ir1,lvl,all_pub,cul_d_sac,gtl,stone_br,norm,norm,twnhs_e,2_story,7,5,1984,1984,gable,comp_shg,hd_board,hd_board,,0.0,gd,ta,c_block,gd,ta,mn,glq,828,lw_q,182,180,1190,gas_a,gd,y,s_brkr,1190,900,0,2090,1,0,2,0,3,1,gd,6,min1,1,ta,attchd,1984.0,fin,2,577,ta,ta,y,219,0,0,0,0,0,,,,0,9,2007,wd,normal,207500
687,60,fv,84.0,10207,pave,,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,1_fam,2_story,7,6,2007,2007,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,874,874,gas_a,ex,y,s_brkr,874,887,0,1761,0,0,3,0,3,1,gd,7,typ,0,,attchd,2007.0,fin,2,578,ta,ta,y,144,105,0,0,0,0,,,,0,8,2007,new,partial,227875
688,160,fv,,5105,pave,,ir2,lvl,all_pub,fr2,gtl,somerst,norm,norm,twnhs_e,2_story,7,5,2004,2004,gable,comp_shg,metal_sd,metal_sd,,0.0,gd,ta,p_conc,gd,ta,no,glq,239,unf,0,312,551,gas_a,ex,y,s_brkr,551,551,0,1102,0,0,2,1,2,1,gd,4,typ,0,,detchd,2004.0,unf,2,480,ta,ta,y,0,60,0,0,0,0,,,,0,3,2007,wd,normal,148800
689,20,rl,60.0,8089,pave,,reg,hls,all_pub,inside,gtl,stone_br,norm,norm,1_fam,1_story,8,6,2007,2007,gable,comp_shg,metal_sd,metal_sd,brk_face,0.0,gd,ta,p_conc,gd,ta,av,glq,945,unf,0,474,1419,gas_a,ex,y,s_brkr,1419,0,0,1419,1,0,2,0,2,1,gd,7,typ,1,gd,attchd,2007.0,r_fn,2,567,ta,ta,y,140,0,0,0,0,0,,,,0,10,2007,new,partial,392000
690,120,rl,61.0,7577,pave,,ir1,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,twnhs_e,1_story,6,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,stone,256.0,gd,ta,p_conc,gd,ta,av,alq,20,unf,0,1342,1362,gas_a,ex,y,s_brkr,1362,0,0,1362,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2005.0,r_fn,2,460,ta,ta,y,192,28,0,0,0,0,,,,0,6,2007,wd,normal,194700
691,120,rm,,4426,pave,,reg,lvl,all_pub,inside,gtl,collg_cr,norm,norm,twnhs_e,1_story,6,5,2004,2004,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,147.0,gd,ta,p_conc,gd,ta,gd,glq,697,unf,0,151,848,gas_a,ex,y,s_brkr,848,0,0,848,1,0,1,0,1,1,gd,3,typ,1,ta,attchd,2004.0,r_fn,2,420,ta,ta,y,149,0,0,0,0,0,,,,0,5,2008,wd,normal,141000
692,60,rl,104.0,21535,pave,,ir1,lvl,all_pub,corner,gtl,no_ridge,norm,norm,1_fam,2_story,10,6,1994,1995,gable,wd_shngl,hd_board,hd_board,brk_face,1170.0,ex,ta,p_conc,ex,ta,gd,glq,1455,unf,0,989,2444,gas_a,ex,y,s_brkr,2444,1872,0,4316,0,1,3,1,4,1,ex,10,typ,2,ex,attchd,1994.0,fin,3,832,ta,ta,y,382,50,0,0,0,0,,,,0,1,2007,wd,normal,755000
693,60,rl,42.0,26178,pave,,ir1,lvl,all_pub,inside,mod,timber,norm,norm,1_fam,2_story,7,5,1989,1990,hip,comp_shg,metal_sd,metal_sd,brk_face,293.0,gd,ta,p_conc,gd,ta,gd,glq,965,unf,0,245,1210,gas_a,ex,y,s_brkr,1238,1281,0,2519,1,0,2,1,4,1,gd,9,typ,2,gd,attchd,1989.0,r_fn,2,628,ta,ta,y,320,27,0,0,0,0,,,,0,4,2006,wd,normal,335000
694,30,rl,60.0,5400,pave,,reg,lvl,all_pub,corner,sev,old_town,norm,norm,1_fam,1_story,5,6,1921,1968,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,1073,1073,gas_a,ex,y,s_brkr,1073,0,0,1073,0,0,1,0,2,1,ta,4,typ,0,,detchd,1968.0,unf,1,326,ta,ta,y,0,0,112,0,0,0,,,,0,12,2006,wd,abnorml,108480
695,50,rm,51.0,6120,pave,,reg,lvl,all_pub,corner,gtl,brk_side,norm,norm,1_fam,1.5_fin,5,6,1936,1950,gable,comp_shg,wd_sdng,wd_sdng,,0.0,ta,fa,brk_til,ta,ta,no,unf,0,unf,0,927,927,gas_a,ta,y,s_brkr,1067,472,0,1539,0,0,1,1,3,1,ta,5,typ,0,,detchd,1995.0,unf,2,576,ta,ta,y,112,0,0,0,0,0,,mn_prv,,0,4,2009,wd,normal,141500
696,20,rl,54.0,13811,pave,,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,1_fam,1_story,6,6,1987,1987,gable,comp_shg,hd_board,hd_board,brk_face,72.0,ta,ta,c_block,gd,gd,no,glq,980,lw_q,40,92,1112,gas_a,gd,y,s_brkr,1137,0,0,1137,1,0,2,0,2,1,gd,5,typ,1,ta,attchd,1987.0,unf,2,551,ta,ta,y,125,0,0,0,0,0,,,,0,7,2006,wd,normal,176000
697,30,rm,50.0,6000,pave,,reg,lvl,all_pub,inside,gtl,brk_side,norm,norm,1_fam,1_story,5,7,1921,1950,gable,comp_shg,wd_sdng,wd_shng,,0.0,ta,ta,c_block,ta,ta,no,lw_q,616,unf,0,0,616,gas_a,gd,y,s_brkr,616,0,0,616,0,0,1,0,2,1,ta,4,typ,0,,detchd,1921.0,unf,1,205,ta,ta,y,0,0,129,0,0,0,,,,0,6,2006,wd,normal,89000
698,20,rl,57.0,6420,pave,,ir1,lvl,all_pub,inside,gtl,edwards,norm,norm,1_fam,1_story,5,7,1952,1952,gable,comp_shg,wd_sdng,wd_sdng,,0.0,ta,ta,p_conc,ex,gd,mn,lw_q,210,alq,551,219,980,gas_a,fa,y,fuse_a,1148,0,0,1148,0,1,1,0,2,1,ta,6,typ,0,,detchd,1952.0,unf,1,308,ta,ta,y,0,0,0,0,0,0,,,,0,9,2006,wd,normal,123500
699,20,rl,65.0,8450,pave,,reg,lvl,all_pub,inside,gtl,sawyer,rr_ae,norm,1_fam,1_story,5,8,1965,2009,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,gd,c_block,ta,ta,no,glq,553,blq,117,224,894,gas_a,ex,y,s_brkr,894,0,0,894,1,0,1,0,3,1,ta,5,typ,1,gd,detchd,1973.0,unf,1,336,ta,ta,y,416,144,0,0,0,0,,mn_prv,,0,4,2010,wd,normal,138500
700,120,fv,59.0,4282,pave,pave,ir2,lvl,all_pub,inside,gtl,somerst,norm,norm,twnhs_e,1_story,7,5,2004,2004,gable,comp_shg,metal_sd,metal_sd,,0.0,gd,ta,p_conc,gd,ta,mn,glq,16,unf,0,1375,1391,gas_a,ex,y,s_brkr,1391,0,0,1391,0,0,2,0,2,1,gd,5,typ,0,,attchd,2004.0,r_fn,2,530,ta,ta,y,156,158,0,0,0,0,,,,0,7,2008,wd,normal,196000
701,20,rl,85.0,14331,pave,,reg,lvl,all_pub,inside,gtl,timber,norm,norm,1_fam,1_story,8,5,2002,2002,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,630.0,gd,ta,p_conc,ex,ta,gd,glq,1274,unf,0,526,1800,gas_a,ex,y,s_brkr,1800,0,0,1800,1,0,2,0,3,1,gd,7,typ,1,gd,attchd,2002.0,fin,3,765,ta,ta,y,270,78,0,0,0,0,,,,0,5,2006,wd,normal,312500
702,20,rl,80.0,9600,pave,,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,1_fam,1_story,7,5,1969,1969,hip,comp_shg,hd_board,hd_board,brk_face,168.0,ta,ta,c_block,ta,ta,no,unf,0,unf,0,1164,1164,gas_a,ta,y,s_brkr,1164,0,0,1164,0,0,1,1,3,1,ta,6,typ,0,,attchd,1969.0,unf,2,528,ta,ta,y,0,0,0,0,0,0,,,,0,7,2006,cod,normal,140000
703,60,rl,82.0,12438,pave,,ir1,lvl,all_pub,inside,gtl,stone_br,norm,norm,1_fam,2_story,8,5,2006,2006,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,466.0,ex,ta,p_conc,ex,gd,no,unf,0,unf,0,1234,1234,gas_a,ex,y,s_brkr,1264,1312,0,2576,0,0,2,1,4,1,ex,10,typ,1,gd,built_in,2006.0,fin,3,666,ta,ta,y,324,100,0,0,0,0,,,,0,7,2006,new,partial,361919
704,190,rm,76.0,7630,pave,,reg,lvl,all_pub,inside,gtl,old_town,feedr,norm,2fm_con,2_story,5,9,1900,1996,gable,comp_shg,wd_sdng,wd_sdng,,0.0,ta,gd,brk_til,gd,ta,no,unf,0,unf,0,360,360,gas_a,gd,y,s_brkr,1032,780,0,1812,0,0,2,0,4,2,gd,8,typ,1,po,detchd,1999.0,unf,2,672,ta,ta,n,344,0,40,0,0,0,,mn_prv,,0,5,2010,wd,normal,140000
705,20,rl,70.0,8400,pave,,reg,lvl,all_pub,inside,gtl,collg_cr,norm,norm,1_fam,1_story,7,5,2004,2005,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,109.0,gd,ta,p_conc,gd,ta,av,glq,712,unf,0,761,1473,gas_a,ex,y,s_brkr,1484,0,0,1484,1,0,2,0,3,1,gd,7,typ,0,,attchd,2004.0,r_fn,2,606,ta,ta,y,0,35,0,144,0,0,,,,0,5,2010,wd,normal,213000
706,190,rm,70.0,5600,pave,,reg,lvl,all_pub,inside,gtl,idotrr,norm,norm,2fm_con,2_story,4,5,1930,1950,hip,comp_shg,vinyl_sd,wd_shng,,0.0,fa,fa,slab,,,,,0,,0,0,0,gas_a,fa,n,s_brkr,372,720,0,1092,0,0,2,0,3,2,fa,7,mod,0,,,,,0,0,,,n,0,0,0,0,0,0,,,othr,3500,7,2010,wd,normal,55000
707,20,rl,,115149,pave,,ir2,low,all_pub,cul_d_sac,sev,clear_cr,norm,norm,1_fam,1_story,7,5,1971,2002,gable,comp_shg,plywood,plywood,stone,351.0,ta,ta,c_block,gd,ta,gd,glq,1219,unf,0,424,1643,gas_a,ta,y,s_brkr,1824,0,0,1824,1,0,2,0,2,1,gd,5,typ,2,ta,attchd,1971.0,unf,2,739,ta,ta,y,380,48,0,0,0,0,,,,0,6,2007,wd,normal,302000
708,120,rl,48.0,6240,pave,,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twnhs_e,1_story,8,5,2006,2006,hip,comp_shg,metal_sd,metal_sd,brk_face,176.0,gd,ta,p_conc,gd,ta,no,glq,863,unf,0,461,1324,gas_a,ex,y,s_brkr,1324,0,0,1324,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2006.0,fin,2,550,ta,ta,y,192,38,0,0,0,0,,,,0,12,2009,wd,normal,254000
709,60,rl,65.0,9018,pave,,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,1_fam,2_story,7,5,2007,2007,hip,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,gd,ta,av,unf,0,unf,0,728,728,gas_a,ex,y,s_brkr,728,728,0,1456,0,0,2,1,3,1,gd,8,typ,1,gd,attchd,2007.0,fin,2,400,ta,ta,y,100,24,0,0,0,0,,,,0,7,2007,new,partial,179540
710,20,rl,,7162,pave,,ir1,lvl,all_pub,inside,gtl,sawyer,norm,norm,1_fam,1_story,5,7,1966,1966,gable,comp_shg,hd_board,hd_board,brk_cmn,41.0,ta,ta,p_conc,ta,ta,no,unf,0,unf,0,876,876,gas_a,ta,y,s_brkr,904,0,0,904,0,0,1,0,3,1,ta,6,typ,0,,attchd,1966.0,unf,1,408,ta,ta,y,0,0,0,0,0,0,,mn_prv,,0,12,2008,wd,abnorml,109900
711,30,rl,56.0,4130,pave,,ir1,lvl,all_pub,inside,gtl,brk_side,norm,norm,1_fam,1_story,3,6,1935,2003,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,c_block,ta,ta,no,unf,0,unf,0,270,270,gas_a,gd,y,s_brkr,729,0,0,729,0,0,1,0,2,1,ta,5,maj2,0,,,,,0,0,,,n,0,0,0,0,0,0,,,,0,7,2008,wd,normal,52000
712,50,c (all),66.0,8712,pave,pave,reg,hls,all_pub,inside,mod,idotrr,norm,norm,1_fam,1.5_fin,4,7,1900,1950,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,stone,ta,ta,mn,unf,0,unf,0,859,859,gas_a,gd,y,s_brkr,859,319,0,1178,0,0,1,0,2,1,ta,7,typ,0,,detchd,1964.0,r_fn,1,384,ta,ta,n,68,0,98,0,0,0,,,,0,1,2010,wd,abnorml,102776
713,120,rl,40.0,4671,pave,,ir1,hls,all_pub,inside,gtl,stone_br,norm,norm,twnhs_e,1_story,8,5,1988,1989,gable,comp_shg,hd_board,hd_board,,0.0,gd,ta,p_conc,gd,ta,mn,glq,767,unf,0,461,1228,gas_a,gd,y,s_brkr,1228,0,0,1228,1,0,2,0,2,1,gd,5,typ,1,gd,attchd,1988.0,fin,2,472,ta,ta,y,168,120,0,0,0,0,,,,0,10,2008,wd,normal,189000
714,190,rl,60.0,9873,pave,,reg,lvl,all_pub,inside,gtl,brk_side,rr_an,norm,2fm_con,1_story,4,5,1970,1970,gable,comp_shg,hd_board,hd_board,brk_face,160.0,ta,ta,c_block,ta,ta,av,alq,789,unf,0,171,960,gas_w,ta,n,s_brkr,960,0,0,960,1,0,1,0,3,1,ta,6,typ,0,,detchd,1970.0,unf,2,576,ta,ta,y,0,288,0,0,0,0,,,,0,5,2006,wd,normal,129000
